title,link,text
Oradea investeşte 13 milioane euro în etapa a treia a regenerării urbane din cartierul Nufărul I,https://www.ebihoreanul.ro/stiri/oradea-investeste-13-milioane-euro-in-etapa-a-treia-a-regenerarii-urbane-din-cartierul-nufarul-i-197208.html,
"Două etaje ale unui bloc din București, spulberate de o explozie puternică. UPDATE: 3 morți și 13 răniți (FOTO)",https://www.ebihoreanul.ro/stiri/doua-etaje-ale-unui-bloc-din-bucuresti-spulberate-de-o-explozie-puternica-update-3-morti-si-13-raniti-197211.html,
Policlinica pentru copii din Rogerius se mută pentru o lună în vechiul ambulatoriu al Spitalului Județean din strada Republicii,https://www.ebihoreanul.ro/stiri/policlinica-pentru-copii-din-rogerius-se-muta-pentru-o-luna-in-vechiul-ambulatoriu-al-spitalului-judetean-din-strada-republicii-197212.html,
Trump și Putin se vor întâlni la Budapesta pentru a discuta „sfârșitul războiului rușinos” din Ucraina. Viktor Orbán: „Suntem pregătiți”,https://www.ebihoreanul.ro/stiri/trump-si-putin-se-vor-intalni-la-budapesta-pentru-a-discuta-sfarsitul-razboiului-rusinos-din-ucrainaviktor-orban-suntem-pregatiti-197213.html,
"Oradea a intrat în cea mai mare rețea globală de business networking: s-a lansat oficial grupul BNI Varadinum, a cărui președintă e notarul Diana Geambașu (FOTO)",https://www.ebihoreanul.ro/stiri/oradea-a-intrat-in-cea-mai-mare-retea-globala-de-business-networking-s-a-lansat-oficial-grupul-bni-varadinum-a-carui-presedinta-e-notarul-diana-geambasu-197214.html,
"Guvernul Bolojan a redus cu aproape 20% subvențiile pentru partide, pe anul 2025, fără s-o spună public",https://www.ebihoreanul.ro/stiri/guvernul-bolojan-a-redus-cu-aproape-20-subventiile-pentru-partide-pe-anul-2025-fara-s-o-spuna-public-197215.html,
Reduceri de toamnă la mașinile rulate Das WeltAuto D&C Oradea (FOTO),https://www.ebihoreanul.ro/stiri/reduceri-de-toamna-la-masinile-rulate-das-weltauto-dc-oradea-197216.html,
"Autobasculantă cuprinsă de flăcări în mers, la Mărțihaz (FOTO)",https://www.ebihoreanul.ro/stiri/autobasculanta-cuprinsa-de-flacari-in-mers-la-martihaz-197217.html,
Centenar Virginia Zeani: recital aniversar la Filarmonica Oradea,https://www.ebihoreanul.ro/stiri/centenar-virginia-zeani-recital-aniversar-la-filarmonica-oradea-197206.html,
"Conservarea cimitirelor evreiești: Seminar pentru profesori, în Oradea, în 24-25 noiembrie",https://www.ebihoreanul.ro/stiri/conservarea-cimitirelor-evreiesti-seminar-pentru-profesori-in-oradea-in-24-25-noiembrie-197218.html,
"Copiii sunt așteptați la muzeele din Oradea să afle despre palate, roci și plante vindecătoare",https://www.ebihoreanul.ro/stiri/copiii-sunt-asteptati-la-muzeele-din-oradea-sa-afle-despre-palate-roci-si-plante-vindecatoare-197219.html,
"Oradea s-a pregătit de iarnă: RER Vest și-a cumpărat și un ATV, pentru deszăpezirea trotuarelor și a pistelor pentru bicicliști (FOTO)",https://www.ebihoreanul.ro/stiri/oradea-s-a-pregatit-de-iarna-rer-vest-si-a-cumparat-si-un-atv-pentru-deszapezirea-trotuarelor-si-a-pistelor-pentru-biciclisti-197221.html,
"Doctorița orădeană Flavia Groșan, celebră pentru „tratamentele minune” din pandemia de Covid, este în comă profundă la Terapie Intensivă",https://www.ebihoreanul.ro/stiri/doctorita-oradeana-flavia-grosan-celebra-pentru-tratamentele-minune-din-pandemia-de-covid-este-in-coma-profunda-la-terapie-intensiva-197222.html,
Property Lab își extinde activitatea în Oradea și lansează un concurs de leadership,https://www.ebihoreanul.ro/stiri/property-lab-isi-extinde-activitatea-in-oradea-si-lanseaza-un-concurs-de-leadership-197224.html,
Mai multe coruri se vor reuni în cânt la Festivalul „Francisc Hubic” de la Catedrala „Sfântul Nicolae” din Oradea,https://www.ebihoreanul.ro/stiri/mai-multe-coruri-se-vor-reuni-in-cant-la-festivalul-francisc-hubic-de-la-catedrala-sfantul-nicolae-din-oradea-197220.html,
Urmează două jocuri în deplasare pentru baschetbaliştii de la CSM CSU Raiffeisen Oradea,https://www.ebihoreanul.ro/stiri/urmeaza-doua-jocuri-in-deplasare-pentru-baschetbalistii-de-la-csm-csu-raiffeisen-oradea-197225.html,
ANAF a publicat lista instituțiilor cu datorii fiscale. 8 sunt din Bihor,https://www.ebihoreanul.ro/stiri/anaf-a-publicat-listainstitutiilor-cu-datorii-fiscale-8-sunt-din-bihor-197230.html,
"A fost inaugurată o nouă creșă în Bihor, în satul Hotar (FOTO)",https://www.ebihoreanul.ro/stiri/a-fost-inaugurata-o-noua-cresa-in-bihor-in-satul-hotar-197235.html,
15 proiecte alese de orădeni vor fi finanțate de Primărie prin bugetarea participativă 2025. Cea mai votată inițiativă: reconstrucția crucii de piatră din Parcul Olosig,https://www.ebihoreanul.ro/stiri/15-proiecte-alese-de-oradeni-vor-fi-finantate-de-primarie-prin-bugetarea-participativa-2025-cea-mai-votata-initiativa-reconstructia-crucii-de-piatra-din-parcul-olosig-197223.html,
Bihorel: În atenția doamnei șefe de la Consiliul Superior al Magistraturii,https://www.ebihoreanul.ro/stiri/bihorel-in-atentia-doamnei-sefe-de-la-consiliul-suprem-al-magistraturii-197227.html,
"Noaptea Sinagogilor Deschise, duminică, în Oradea. Programul tururilor ghidate",https://www.ebihoreanul.ro/stiri/noaptea-sinagogilor-deschise-duminica-in-oradea-programul-tururilor-ghidate-197231.html,
"Val de mesaje pe Facebook pentru doctorița antivaccinistă Flavia Groșan, aflată în comă. Adriana Bahmuţeanu: „A tratat carcalacul cu câteva pastile""",https://www.ebihoreanul.ro/stiri/val-de-mesaje-pe-facebook-pentru-doctorita-antivaccinista-flavia-grosan-aflata-in-coma-adriana-bahmuteanu-a-tratat-carcalacul-cu-cateva-pastile-197237.html,
"Salina Praid, sabotată din interior. Raportul Guvernului României arată cum cum a fost lăsată să se ""înece"" cea mai vizitată mină din ţară (DOCUMENT)",https://www.ebihoreanul.ro/stiri/salina-praid-sabotata-din-interior-raportul-guvernului-romaniei-arata-cum-cum-a-fost-lasata-sa-se-inece-cea-mai-vizitata-mina-din-tara-197236.html,
"Noi arestări în dosarul liderului interlop Romi Neguş: un complice după gratii altul, pe fugă",https://www.ebihoreanul.ro/stiri/noi-arestari-in-dosarul-liderului-interlop-romi-negus-un-complice-dupa-gratii-altul-pe-fuga-197238.html,
title,link,text
"Guvernare turistică: Membrii Asociaţiei Comunelor din România fac „sesiuni de lucru” în Deltă, la 5 stele",https://www.ebihoreanul.ro/stiri/guvernare-turistica-membrii-asociatiei-comunelor-din-romania-fac-sesiuni-de-lucru-in-delta-la-5-stele-197233.html,
"Profesorul din Curtuișeni care a violat o elevă chiar în școală, Andrei Marozsan, a fost trimis în judecată şi rămâne în arest",https://www.ebihoreanul.ro/stiri/profesorul-din-curtuiseni-care-a-violat-o-eleva-chiar-in-scoala-andrei-marozsan-a-fost-trimis-in-judecata-si-ramane-in-arest-197186.html,
"Universitatea din Oradea a inaugurat Centrul de Transfer Tehnologic. Bolojan, printre primii vizitatori (FOTO)",https://www.ebihoreanul.ro/stiri/universitatea-din-oradea-a-inaugurat-centrul-de-transfer-tehnologic-bolojan-printre-primii-vizitatori-197188.html,
"Cupa de minibaschet UP & DOWN, sâmbătă, la Arena Antonio Alexe",https://www.ebihoreanul.ro/stiri/cupa-de-minibaschet-up-down-sambata-la-arena-antonio-alexe-197180.html,
"Bihorenii sunt invitați să nominalizeze oamenii și faptele bune ale anului, la „Gala Comunității Bihorene”",https://www.ebihoreanul.ro/stiri/bihorenii-sunt-invitati-sa-nominalizeze-oamenii-si-faptele-bune-ale-anului-la-gala-comunitatii-bihorene-197190.html,
Debut cu dreptul pentru CSM CSU Raiffeisen Oradea în noua ediţie a FIBA Europe Cup (FOTO),https://www.ebihoreanul.ro/stiri/debut-cu-dreptul-pentru-csm-csu-raiffeisen-oradea-in-noua-editie-a-fiba-europe-cup-197191.html,
VIP-uri fără frică: Soții Cioflan continuă să facă lucrări neautorizate și îi amenință pe vecini (FOTO),https://www.ebihoreanul.ro/stiri/vip-uri-fara-frica-sotii-cioflan-continua-sa-faca-lucrari-neautorizate-si-ii-ameninta-pe-vecini-197187.html,
"112, nu deranjați! A avertizat că e un pericol în drum, dar s-a trezit amendat de Poliție",https://www.ebihoreanul.ro/stiri/112-nu-deranjati-a-avertizat-ca-e-un-pericol-in-drum-dar-s-a-trezit-amendat-de-politie-197189.html,
"Biblioteca Judeţeană din Oradea, un magnet pentru cititori în prima lună de la redeschidere",https://www.ebihoreanul.ro/stiri/biblioteca-judeteana-din-oradea-un-magnet-pentru-cititori-in-prima-luna-de-la-redeschidere-197095.html,
"CSM Oradea a cedat cu 19-11 jocul de la Budapesta, cu deţinătoarea trofeului Ligii Campionilor Europeni la polo",https://www.ebihoreanul.ro/stiri/csm-oradea-a-cedat-cu-19-11-jocul-de-la-budapesta-cu-detinatoarea-trofeului-ligii-campionilor-europeni-la-polo-197192.html,
"Percheziții DNA la Spitalul Militar din București. Printre cei vizați se numără generalul Florentina Ioniță, care conduce spitalul",https://www.ebihoreanul.ro/stiri/perchezitii-dna-la-spitalul-militar-din-bucuresti-printre-cei-vizati-se-numara-generalul-florentina-ionita-care-conduce-spitalul-197194.html,
"CAS Bihor își modifică programul de lucru: pentru ca asigurații să poată fi deserviți și după-amiaza, orarul este extins o zi pe săptămână",https://www.ebihoreanul.ro/stiri/cas-bihor-isi-modifica-programul-de-lucru-pentru-ca-asiguratii-sa-poata-fi-deserviti-si-dupa-amiaza-orarul-este-extins-o-zi-pe-saptamana-197193.html,
"De la baroc la modern: recital de violoncel al lui Jan Sekaci, la Muzeul Țării Crișurilor",https://www.ebihoreanul.ro/stiri/de-la-baroc-la-modern-recital-de-violoncel-al-lui-jan-sekaci-la-muzeul-tarii-crisurilor-197195.html,
"Copii de la două grădinițe din Oradea au ajuns la medic, cu simptome de enterocolită. Părinții au suspectat firma de catering, autoritățile spun că mâncarea n-a avut probleme",https://www.ebihoreanul.ro/stiri/copii-de-la-doua-gradinite-din-oradea-au-ajuns-la-medic-cu-simptome-de-enterocolita-parintii-au-suspectat-firma-de-catering-autoritatile-spun-ca-mancarea-n-a-avut-probleme-197196.html,
Şofer de Audi arestat la Beiuş pentru conducere fără permis. În ultimii ani a strâns 6 dosare pentru aceeaşi infracţiune!,https://www.ebihoreanul.ro/stiri/sofer-de-audi-arestat-la-beius-pentru-conducere-fara-permis-in-ultimii-anui-a-strans-6-dosare-pentru-aceeasi-infractiune-197197.html,
"ANI ia bătaie! Un fost primar din Bihor, acuzat că și-ar fi favorizat soția, a câștigat definitiv procesul intentat instituției: „Mi s-au adus grave prejudicii de imagine”",https://www.ebihoreanul.ro/stiri/ani-ia-bataie-un-fost-primar-din-bihor-acuzat-ca-si-ar-fi-favorizat-sotia-a-castigat-definitiv-procesul-intentat-institutiei-mi-s-au-adus-grave-prejudicii-de-imagine-197198.html,
"Doi tineri din Bihor, băuți şi fără permis, au furat o maşină şi au ajuns cu ea în şanţ. Unul era şi drogat",https://www.ebihoreanul.ro/stiri/doi-tineri-din-bihor-bauti-si-fara-permis-au-furat-o-masina-si-au-ajuns-cu-ea-in-sant-unul-era-si-drogat-197201.html,
"Sora fostei ministre Carmen Dan, vizată într-un dosar de înșelăciune de 1,3 milioane de euro, cu apartamente și mașini. S-ar fi folosit și de numele surorii sale (VIDEO)",https://www.ebihoreanul.ro/stiri/sora-fostului-ministru-carmen-dan-vizata-intr-un-dosar-de-inselaciune-de-13-milioane-de-euro-197204.html,
Una dintre grădinițele din Oradea în care mai mulți copii s-au îmbolnăvit a sistat contractul cu firma de catering. Directorul așteaptă concluziile medicilor,https://www.ebihoreanul.ro/stiri/una-dintre-gradinitele-din-oradea-in-care-mai-multi-copii-s-au-imbolnavit-a-sistat-contractul-cu-firma-de-catering-directorul-asteapta-concluziile-medicilor-197200.html,
"Viitorul, acum! Sintezis România a lansat la Oradea ecosistemul de soluţii digitale integrate pentru contabili Nexus Media (FOTO)",https://www.ebihoreanul.ro/stiri/viitorul-acum-sintezis-romania-a-lansat-la-oradea-ecosistemul-de-solutii-digitale-integrate-pentru-contabili-nexus-media-foto-197199.html,
"Galeria de sticlă NOCA, din centrul Oradiei, se deschide vineri pentru public: „Arta va avea o casă de care avem nevoie” (FOTO/VIDEO)",https://www.ebihoreanul.ro/stiri/galeria-de-sticla-noca-din-centrul-oradiei-se-deschide-vineri-pentru-public-arta-va-avea-o-casa-de-care-avem-nevoie-197202.html,
"Ignorați de Guvern, premiați de școală: Olimpicii Colegiului Emanuil Gojdu, recompensați pentru rezultatele obținute în anul școlar trecut (FOTO)",https://www.ebihoreanul.ro/stiri/ignorati-de-guvern-premiati-de-scoala-olimpicii-colegiului-emanuil-gojdu-recompensati-pentru-rezultatele-obtinute-in-anul-scolar-trecut-197205.html,
"Spre finalizare: a început asfaltarea pasajului pe DN 1 din Oșorhei, care urmează să fie deschis circulației la începutul lunii viitoare (FOTO)",https://www.ebihoreanul.ro/stiri/spre-finalizare-a-inceput-asfaltarea-pasajului-pe-dn-1-din-osorhei-care-urmeaza-sa-fie-deschis-circulatiei-la-inceputul-lunii-viitoare-foto-197203.html,
"FC Bihor va juca duminică la Slatina, într-un meci ce va fi televizat",https://www.ebihoreanul.ro/stiri/fc-bihor-va-juca-duminica-la-slatina-intr-un-meci-ce-va-fi-televizat-197207.html,
"Capcana Remi: Momiți să joace câteva partide de remi pe bani, trei bărbați au fost bătuți crunt și jefuiți",https://www.ebihoreanul.ro/stiri/capcana-remi-momiti-sa-joace-cateva-partide-de-remi-pe-bani-trei-barbati-au-fost-batuti-crunt-si-jefuiti-197209.html,
"Penny cu penny: Pe rafturile magazinului e afișat un preț, la casă ești taxat cu altul!",https://www.ebihoreanul.ro/stiri/penny-cu-penny-pe-rafturile-magazinului-e-afisat-un-pret-la-casa-esti-taxat-cu-altul-197210.html,
Oradea investeşte 13 milioane euro în etapa a treia a regenerării urbane din cartierul Nufărul I,https://www.ebihoreanul.ro/stiri/oradea-investeste-13-milioane-euro-in-etapa-a-treia-a-regenerarii-urbane-din-cartierul-nufarul-i-197208.html,
"Două etaje ale unui bloc din București, spulberate de o explozie puternică. UPDATE: 3 morți și 13 răniți (FOTO)",https://www.ebihoreanul.ro/stiri/doua-etaje-ale-unui-bloc-din-bucuresti-spulberate-de-o-explozie-puternica-update-3-morti-si-13-raniti-197211.html,
Policlinica pentru copii din Rogerius se mută pentru o lună în vechiul ambulatoriu al Spitalului Județean din strada Republicii,https://www.ebihoreanul.ro/stiri/policlinica-pentru-copii-din-rogerius-se-muta-pentru-o-luna-in-vechiul-ambulatoriu-al-spitalului-judetean-din-strada-republicii-197212.html,
Trump și Putin se vor întâlni la Budapesta pentru a discuta „sfârșitul războiului rușinos” din Ucraina. Viktor Orbán: „Suntem pregătiți”,https://www.ebihoreanul.ro/stiri/trump-si-putin-se-vor-intalni-la-budapesta-pentru-a-discuta-sfarsitul-razboiului-rusinos-din-ucrainaviktor-orban-suntem-pregatiti-197213.html,
"Oradea a intrat în cea mai mare rețea globală de business networking: s-a lansat oficial grupul BNI Varadinum, a cărui președintă e notarul Diana Geambașu (FOTO)",https://www.ebihoreanul.ro/stiri/oradea-a-intrat-in-cea-mai-mare-retea-globala-de-business-networking-s-a-lansat-oficial-grupul-bni-varadinum-a-carui-presedinta-e-notarul-diana-geambasu-197214.html,
"Guvernul Bolojan a redus cu aproape 20% subvențiile pentru partide, pe anul 2025, fără s-o spună public",https://www.ebihoreanul.ro/stiri/guvernul-bolojan-a-redus-cu-aproape-20-subventiile-pentru-partide-pe-anul-2025-fara-s-o-spuna-public-197215.html,
Reduceri de toamnă la mașinile rulate Das WeltAuto D&C Oradea (FOTO),https://www.ebihoreanul.ro/stiri/reduceri-de-toamna-la-masinile-rulate-das-weltauto-dc-oradea-197216.html,
"Autobasculantă cuprinsă de flăcări în mers, la Mărțihaz (FOTO)",https://www.ebihoreanul.ro/stiri/autobasculanta-cuprinsa-de-flacari-in-mers-la-martihaz-197217.html,
Centenar Virginia Zeani: recital aniversar la Filarmonica Oradea,https://www.ebihoreanul.ro/stiri/centenar-virginia-zeani-recital-aniversar-la-filarmonica-oradea-197206.html,
"Conservarea cimitirelor evreiești: Seminar pentru profesori, în Oradea, în 24-25 noiembrie",https://www.ebihoreanul.ro/stiri/conservarea-cimitirelor-evreiesti-seminar-pentru-profesori-in-oradea-in-24-25-noiembrie-197218.html,
"Copiii sunt așteptați la muzeele din Oradea să afle despre palate, roci și plante vindecătoare",https://www.ebihoreanul.ro/stiri/copiii-sunt-asteptati-la-muzeele-din-oradea-sa-afle-despre-palate-roci-si-plante-vindecatoare-197219.html,
"Oradea s-a pregătit de iarnă: RER Vest și-a cumpărat și un ATV, pentru deszăpezirea trotuarelor și a pistelor pentru bicicliști (FOTO)",https://www.ebihoreanul.ro/stiri/oradea-s-a-pregatit-de-iarna-rer-vest-si-a-cumparat-si-un-atv-pentru-deszapezirea-trotuarelor-si-a-pistelor-pentru-biciclisti-197221.html,
"Doctorița orădeană Flavia Groșan, celebră pentru „tratamentele minune” din pandemia de Covid, este în comă profundă la Terapie Intensivă",https://www.ebihoreanul.ro/stiri/doctorita-oradeana-flavia-grosan-celebra-pentru-tratamentele-minune-din-pandemia-de-covid-este-in-coma-profunda-la-terapie-intensiva-197222.html,
Property Lab își extinde activitatea în Oradea și lansează un concurs de leadership,https://www.ebihoreanul.ro/stiri/property-lab-isi-extinde-activitatea-in-oradea-si-lanseaza-un-concurs-de-leadership-197224.html,
Mai multe coruri se vor reuni în cânt la Festivalul „Francisc Hubic” de la Catedrala „Sfântul Nicolae” din Oradea,https://www.ebihoreanul.ro/stiri/mai-multe-coruri-se-vor-reuni-in-cant-la-festivalul-francisc-hubic-de-la-catedrala-sfantul-nicolae-din-oradea-197220.html,
Urmează două jocuri în deplasare pentru baschetbaliştii de la CSM CSU Raiffeisen Oradea,https://www.ebihoreanul.ro/stiri/urmeaza-doua-jocuri-in-deplasare-pentru-baschetbalistii-de-la-csm-csu-raiffeisen-oradea-197225.html,
ANAF a publicat lista instituțiilor cu datorii fiscale. 8 sunt din Bihor,https://www.ebihoreanul.ro/stiri/anaf-a-publicat-listainstitutiilor-cu-datorii-fiscale-8-sunt-din-bihor-197230.html,
"A fost inaugurată o nouă creșă în Bihor, în satul Hotar (FOTO)",https://www.ebihoreanul.ro/stiri/a-fost-inaugurata-o-noua-cresa-in-bihor-in-satul-hotar-197235.html,
15 proiecte alese de orădeni vor fi finanțate de Primărie prin bugetarea participativă 2025. Cea mai votată inițiativă: reconstrucția crucii de piatră din Parcul Olosig,https://www.ebihoreanul.ro/stiri/15-proiecte-alese-de-oradeni-vor-fi-finantate-de-primarie-prin-bugetarea-participativa-2025-cea-mai-votata-initiativa-reconstructia-crucii-de-piatra-din-parcul-olosig-197223.html,
Bihorel: În atenția doamnei șefe de la Consiliul Superior al Magistraturii,https://www.ebihoreanul.ro/stiri/bihorel-in-atentia-doamnei-sefe-de-la-consiliul-suprem-al-magistraturii-197227.html,
"Noaptea Sinagogilor Deschise, duminică, în Oradea. Programul tururilor ghidate",https://www.ebihoreanul.ro/stiri/noaptea-sinagogilor-deschise-duminica-in-oradea-programul-tururilor-ghidate-197231.html,
"Val de mesaje pe Facebook pentru doctorița antivaccinistă Flavia Groșan, aflată în comă. Adriana Bahmuţeanu: „A tratat carcalacul cu câteva pastile""",https://www.ebihoreanul.ro/stiri/val-de-mesaje-pe-facebook-pentru-doctorita-antivaccinista-flavia-grosan-aflata-in-coma-adriana-bahmuteanu-a-tratat-carcalacul-cu-cateva-pastile-197237.html,
"Salina Praid, sabotată din interior. Raportul Guvernului României arată cum cum a fost lăsată să se ""înece"" cea mai vizitată mină din ţară (DOCUMENT)",https://www.ebihoreanul.ro/stiri/salina-praid-sabotata-din-interior-raportul-guvernului-romaniei-arata-cum-cum-a-fost-lasata-sa-se-inece-cea-mai-vizitata-mina-din-tara-197236.html,
"Noi arestări în dosarul liderului interlop Romi Neguş: un complice după gratii altul, pe fugă",https://www.ebihoreanul.ro/stiri/noi-arestari-in-dosarul-liderului-interlop-romi-negus-un-complice-dupa-gratii-altul-pe-fuga-197238.html,
title,link,text
